count epyc 0-master 0 simple 1 1 22460.801799 0.045
count epyc 0-master 0 simple 8 1 162004.123380 0.049
count epyc 0-master 0 simple 16 1 330378.254848 0.048
count epyc 0-master 0 simple 32 1 639221.679398 0.050
count epyc 0-master 0 simple 64 1 1096689.388330 0.058
count epyc 0-master 0 simple 96 1 1326948.193673 0.072
count epyc 0-master 0 simple 160 1 1640741.746143 0.098
count epyc 0-master 0 simple 224 1 1779767.624740 0.126
count epyc 0-master 0 prepared 1 1 25405.374048 0.039
count epyc 0-master 0 prepared 8 1 189651.137829 0.042
count epyc 0-master 0 prepared 16 1 375700.882470 0.043
count epyc 0-master 0 prepared 32 1 737408.033954 0.043
count epyc 0-master 0 prepared 64 1 1270323.181296 0.050
count epyc 0-master 0 prepared 96 1 1502842.465155 0.064
count epyc 0-master 0 prepared 160 1 1851902.746381 0.086
count epyc 0-master 0 prepared 224 1 2035929.279051 0.110
count epyc 0-master 1 simple 1 1 18613.348322 0.054
count epyc 0-master 1 simple 8 1 137911.529759 0.058
count epyc 0-master 1 simple 16 1 273402.690050 0.059
count epyc 0-master 1 simple 32 1 532010.989586 0.060
count epyc 0-master 1 simple 64 1 912938.104884 0.070
count epyc 0-master 1 simple 96 1 1080258.007590 0.089
count epyc 0-master 1 simple 160 1 1318229.115622 0.121
count epyc 0-master 1 simple 224 1 1399742.744439 0.160
count epyc 0-master 1 prepared 1 1 21755.530700 0.046
count epyc 0-master 1 prepared 8 1 165200.170536 0.048
count epyc 0-master 1 prepared 16 1 327087.604058 0.049
count epyc 0-master 1 prepared 32 1 645898.558463 0.050
count epyc 0-master 1 prepared 64 1 1116786.546464 0.057
count epyc 0-master 1 prepared 96 1 1322232.509003 0.073
count epyc 0-master 1 prepared 160 1 1640361.830167 0.098
count epyc 0-master 1 prepared 224 1 1799215.282480 0.124
count epyc 0-master 10 simple 1 1 13761.975596 0.073
count epyc 0-master 10 simple 8 1 104494.005419 0.077
count epyc 0-master 10 simple 16 1 205465.752362 0.078
count epyc 0-master 10 simple 32 1 400006.669699 0.080
count epyc 0-master 10 simple 64 1 694987.804339 0.092
count epyc 0-master 10 simple 96 1 827443.586351 0.116
count epyc 0-master 10 simple 160 1 1002712.367536 0.160
count epyc 0-master 10 simple 224 1 1073107.598692 0.209
count epyc 0-master 10 prepared 1 1 18122.058459 0.055
count epyc 0-master 10 prepared 8 1 135526.907558 0.059
count epyc 0-master 10 prepared 16 1 269931.988977 0.059
count epyc 0-master 10 prepared 32 1 533785.572239 0.060
count epyc 0-master 10 prepared 64 1 935169.393344 0.068
count epyc 0-master 10 prepared 96 1 1118708.240490 0.086
count epyc 0-master 10 prepared 160 1 1402968.355810 0.114
count epyc 0-master 10 prepared 224 1 1531076.884447 0.146
count epyc 0-master 100 simple 1 1 3279.943957 0.305
count epyc 0-master 100 simple 8 1 20581.954572 0.389
count epyc 0-master 100 simple 16 1 35571.455678 0.450
count epyc 0-master 100 simple 32 1 55047.271170 0.581
count epyc 0-master 100 simple 64 1 56178.610565 1.139
count epyc 0-master 100 simple 96 1 50276.151704 1.909
count epyc 0-master 100 simple 160 1 42944.927238 3.726
count epyc 0-master 100 simple 224 1 40777.182606 5.493
count epyc 0-master 100 prepared 1 1 4137.830972 0.242
count epyc 0-master 100 prepared 8 1 24133.216851 0.331
count epyc 0-master 100 prepared 16 1 40880.191699 0.391
count epyc 0-master 100 prepared 32 1 58587.490643 0.546
count epyc 0-master 100 prepared 64 1 58730.169001 1.090
count epyc 0-master 100 prepared 96 1 52011.360872 1.846
count epyc 0-master 100 prepared 160 1 43310.478660 3.694
count epyc 0-master 100 prepared 224 1 41612.151099 5.383
count epyc 0-master 1000 simple 1 1 144.645317 6.913
count epyc 0-master 1000 simple 8 1 782.862914 10.219
count epyc 0-master 1000 simple 16 1 1310.929487 12.205
count epyc 0-master 1000 simple 32 1 2079.335178 15.390
count epyc 0-master 1000 simple 64 1 2939.784230 21.770
count epyc 0-master 1000 simple 96 1 3223.354449 29.783
count epyc 0-master 1000 simple 160 1 3147.614513 50.832
count epyc 0-master 1000 simple 224 1 3068.528210 72.999
count epyc 0-master 1000 prepared 1 1 355.507906 2.813
count epyc 0-master 1000 prepared 8 1 1644.421036 4.865
count epyc 0-master 1000 prepared 16 1 2470.257038 6.477
count epyc 0-master 1000 prepared 32 1 3662.833945 8.736
count epyc 0-master 1000 prepared 64 1 4857.016950 13.177
count epyc 0-master 1000 prepared 96 1 5013.292797 19.149
count epyc 0-master 1000 prepared 160 1 4783.600999 33.448
count epyc 0-master 1000 prepared 224 1 4895.321805 45.758
