count rpi5-1 0-master 0 simple 1 1 6823.938194 0.147
count rpi5-1 0-master 0 simple 2 1 13655.703203 0.146
count rpi5-1 0-master 0 simple 4 1 19088.800295 0.210
count rpi5-1 0-master 0 simple 8 1 18919.697900 0.423
count rpi5-1 0-master 0 prepared 1 1 8129.615103 0.123
count rpi5-1 0-master 0 prepared 2 1 15551.244712 0.129
count rpi5-1 0-master 0 prepared 4 1 23567.678513 0.170
count rpi5-1 0-master 0 prepared 8 1 24132.144551 0.332
count rpi5-1 0-master 1 simple 1 1 5476.835701 0.183
count rpi5-1 0-master 1 simple 2 1 10434.221569 0.192
count rpi5-1 0-master 1 simple 4 1 16239.770523 0.246
count rpi5-1 0-master 1 simple 8 1 15866.741046 0.504
count rpi5-1 0-master 1 prepared 1 1 7960.135046 0.126
count rpi5-1 0-master 1 prepared 2 1 13550.414158 0.148
count rpi5-1 0-master 1 prepared 4 1 21327.627239 0.188
count rpi5-1 0-master 1 prepared 8 1 20990.664693 0.381
count rpi5-1 0-master 10 simple 1 1 4194.097778 0.238
count rpi5-1 0-master 10 simple 2 1 7615.777129 0.263
count rpi5-1 0-master 10 simple 4 1 12308.750956 0.325
count rpi5-1 0-master 10 simple 8 1 11692.913084 0.684
count rpi5-1 0-master 10 prepared 1 1 5942.541474 0.168
count rpi5-1 0-master 10 prepared 2 1 10920.583082 0.183
count rpi5-1 0-master 10 prepared 4 1 17748.244646 0.225
count rpi5-1 0-master 10 prepared 8 1 16821.457820 0.476
count rpi5-1 0-master 100 simple 1 1 1186.691030 0.843
count rpi5-1 0-master 100 simple 2 1 1847.614018 1.082
count rpi5-1 0-master 100 simple 4 1 1618.624229 2.471
count rpi5-1 0-master 100 simple 8 1 1555.425922 5.143
count rpi5-1 0-master 100 prepared 1 1 1658.234469 0.603
count rpi5-1 0-master 100 prepared 2 1 2291.037357 0.873
count rpi5-1 0-master 100 prepared 4 1 1688.808917 2.369
count rpi5-1 0-master 100 prepared 8 1 1553.083601 5.151
count rpi5-1 0-master 1000 simple 1 1 56.438132 17.719
count rpi5-1 0-master 1000 simple 2 1 78.936635 25.337
count rpi5-1 0-master 1000 simple 4 1 100.220405 39.912
count rpi5-1 0-master 1000 simple 8 1 98.450266 81.259
count rpi5-1 0-master 1000 prepared 1 1 151.911610 6.583
count rpi5-1 0-master 1000 prepared 2 1 208.268714 9.603
count rpi5-1 0-master 1000 prepared 4 1 281.714678 14.199
count rpi5-1 0-master 1000 prepared 8 1 265.783421 30.100
