count epyc 5-fastpath 0 simple 1 1 21989.351383 0.045
count epyc 5-fastpath 0 simple 8 1 163357.924639 0.049
count epyc 5-fastpath 0 simple 16 1 321614.900818 0.050
count epyc 5-fastpath 0 simple 32 1 628072.212079 0.051
count epyc 5-fastpath 0 simple 64 1 1068997.039593 0.060
count epyc 5-fastpath 0 simple 96 1 1279590.317103 0.075
count epyc 5-fastpath 0 simple 160 1 1582934.789679 0.101
count epyc 5-fastpath 0 simple 224 1 1721939.531733 0.130
count epyc 5-fastpath 0 prepared 1 1 24796.144695 0.040
count epyc 5-fastpath 0 prepared 8 1 184441.240603 0.043
count epyc 5-fastpath 0 prepared 16 1 365630.917816 0.044
count epyc 5-fastpath 0 prepared 32 1 716880.983514 0.045
count epyc 5-fastpath 0 prepared 64 1 1235659.911504 0.052
count epyc 5-fastpath 0 prepared 96 1 1474884.150644 0.065
count epyc 5-fastpath 0 prepared 160 1 1819285.094258 0.088
count epyc 5-fastpath 0 prepared 224 1 2008312.652839 0.112
count epyc 5-fastpath 1 simple 1 1 18156.876985 0.055
count epyc 5-fastpath 1 simple 8 1 132362.992288 0.060
count epyc 5-fastpath 1 simple 16 1 264766.189987 0.060
count epyc 5-fastpath 1 simple 32 1 519751.356341 0.062
count epyc 5-fastpath 1 simple 64 1 890000.266275 0.072
count epyc 5-fastpath 1 simple 96 1 1048377.547182 0.092
count epyc 5-fastpath 1 simple 160 1 1285559.487319 0.124
count epyc 5-fastpath 1 simple 224 1 1372438.949538 0.163
count epyc 5-fastpath 1 prepared 1 1 21638.182361 0.046
count epyc 5-fastpath 1 prepared 8 1 163435.138389 0.049
count epyc 5-fastpath 1 prepared 16 1 322725.718398 0.050
count epyc 5-fastpath 1 prepared 32 1 636580.636442 0.050
count epyc 5-fastpath 1 prepared 64 1 1099937.254114 0.058
count epyc 5-fastpath 1 prepared 96 1 1308826.308031 0.073
count epyc 5-fastpath 1 prepared 160 1 1616923.339980 0.099
count epyc 5-fastpath 1 prepared 224 1 1784877.497576 0.125
count epyc 5-fastpath 10 simple 1 1 12414.603923 0.081
count epyc 5-fastpath 10 simple 8 1 92721.111771 0.086
count epyc 5-fastpath 10 simple 16 1 182249.425473 0.088
count epyc 5-fastpath 10 simple 32 1 353981.352181 0.090
count epyc 5-fastpath 10 simple 64 1 619412.229931 0.103
count epyc 5-fastpath 10 simple 96 1 740834.903062 0.130
count epyc 5-fastpath 10 simple 160 1 899576.138926 0.178
count epyc 5-fastpath 10 simple 224 1 971602.934899 0.231
count epyc 5-fastpath 10 prepared 1 1 17013.402163 0.059
count epyc 5-fastpath 10 prepared 8 1 127561.143029 0.063
count epyc 5-fastpath 10 prepared 16 1 253403.607879 0.063
count epyc 5-fastpath 10 prepared 32 1 499570.820088 0.064
count epyc 5-fastpath 10 prepared 64 1 875978.553474 0.073
count epyc 5-fastpath 10 prepared 96 1 1049074.033650 0.092
count epyc 5-fastpath 10 prepared 160 1 1289974.533148 0.124
count epyc 5-fastpath 10 prepared 224 1 1422052.579617 0.158
count epyc 5-fastpath 100 simple 1 1 3157.557625 0.317
count epyc 5-fastpath 100 simple 8 1 21859.947388 0.366
count epyc 5-fastpath 100 simple 16 1 43885.223835 0.365
count epyc 5-fastpath 100 simple 32 1 86416.936488 0.370
count epyc 5-fastpath 100 simple 64 1 159805.324909 0.400
count epyc 5-fastpath 100 simple 96 1 200129.377063 0.480
count epyc 5-fastpath 100 simple 160 1 246765.190330 0.648
count epyc 5-fastpath 100 simple 224 1 259243.330082 0.864
count epyc 5-fastpath 100 prepared 1 1 5893.461624 0.170
count epyc 5-fastpath 100 prepared 8 1 38667.207100 0.207
count epyc 5-fastpath 100 prepared 16 1 76588.911511 0.209
count epyc 5-fastpath 100 prepared 32 1 151490.674901 0.211
count epyc 5-fastpath 100 prepared 64 1 284363.229057 0.225
count epyc 5-fastpath 100 prepared 96 1 350621.186849 0.274
count epyc 5-fastpath 100 prepared 160 1 435342.823939 0.368
count epyc 5-fastpath 100 prepared 224 1 462970.602549 0.484
count epyc 5-fastpath 1000 simple 1 1 312.021386 3.205
count epyc 5-fastpath 1000 simple 8 1 2264.614575 3.533
count epyc 5-fastpath 1000 simple 16 1 4483.870755 3.568
count epyc 5-fastpath 1000 simple 32 1 8740.574683 3.661
count epyc 5-fastpath 1000 simple 64 1 14337.482233 4.464
count epyc 5-fastpath 1000 simple 96 1 16264.595132 5.902
count epyc 5-fastpath 1000 simple 160 1 15471.146970 10.342
count epyc 5-fastpath 1000 simple 224 1 14897.583842 15.036
count epyc 5-fastpath 1000 prepared 1 1 714.058267 1.400
count epyc 5-fastpath 1000 prepared 8 1 4830.272329 1.656
count epyc 5-fastpath 1000 prepared 16 1 9470.294025 1.689
count epyc 5-fastpath 1000 prepared 32 1 18588.790551 1.721
count epyc 5-fastpath 1000 prepared 64 1 34304.941942 1.866
count epyc 5-fastpath 1000 prepared 96 1 40169.516420 2.390
count epyc 5-fastpath 1000 prepared 160 1 41086.779077 3.894
count epyc 5-fastpath 1000 prepared 224 1 36818.708505 6.084
