20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 1 1 12544.196587 0.080
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 8 1 95512.341536 0.084
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 16 1 191509.587477 0.084
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 32 1 374338.626280 0.085
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 64 1 651792.170906 0.098
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 96 1 777140.141001 0.124
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 160 1 969821.256076 0.165
20240119-1800-glibc 1000 star epyc 0-master 1 1 simple 224 1 1070261.174142 0.209
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 1 1 58877.692922 0.017
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 8 1 447113.075537 0.018
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 16 1 894063.271570 0.018
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 32 1 1751780.666806 0.018
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 64 1 2667304.831358 0.024
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 96 1 2901714.873648 0.033
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 160 1 3275319.815890 0.049
20240119-1800-glibc 1000 star epyc 0-master 1 1 prepared 224 1 3553468.453692 0.063
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 1 1 458.978099 2.179
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 8 1 3529.058542 2.267
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 16 1 7039.468718 2.273
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 32 1 13717.771151 2.333
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 64 1 24697.014930 2.591
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 96 1 25944.918457 3.700
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 160 1 17672.172870 9.054
20240119-1800-glibc 1000 star epyc 0-master 1 10 simple 224 1 15761.815995 14.212
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 1 1 22948.200456 0.044
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 8 1 143536.455747 0.056
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 16 1 266966.998832 0.060
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 32 1 411802.792532 0.078
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 64 1 433438.348935 0.148
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 96 1 416839.952073 0.230
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 160 1 360066.093054 0.444
20240119-1800-glibc 1000 star epyc 0-master 1 10 prepared 224 1 346786.212405 0.646
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 1 1 3.947779 253.307
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 8 1 30.509983 262.209
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 16 1 60.999442 262.297
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 32 1 121.554882 263.256
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 64 1 227.857778 280.877
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 96 1 288.233268 333.064
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 160 1 286.705889 558.063
20240119-1800-glibc 1000 star epyc 0-master 1 100 simple 224 1 274.974073 814.622
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 1 1 1066.190777 0.938
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 8 1 6828.735009 1.172
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 16 1 12734.597994 1.256
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 32 1 21889.086712 1.462
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 64 1 27415.354061 2.334
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 96 1 23273.434733 4.125
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 160 1 17202.991778 9.301
20240119-1800-glibc 1000 star epyc 0-master 1 100 prepared 224 1 12470.768184 17.962
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 1 1 12328.689940 0.081
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 8 1 97304.351201 0.082
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 16 1 192139.071653 0.083
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 32 1 377289.309849 0.085
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 64 1 655632.698368 0.098
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 96 1 785603.522259 0.122
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 160 1 983119.165603 0.163
20240119-1800-glibc 1000 star epyc 0-master 10 1 simple 224 1 1084187.420577 0.207
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 1 1 53185.138689 0.019
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 8 1 421711.687890 0.019
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 16 1 825673.890900 0.019
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 32 1 1620838.785386 0.020
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 64 1 2549759.079490 0.025
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 96 1 2828181.561177 0.034
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 160 1 3239827.963765 0.049
20240119-1800-glibc 1000 star epyc 0-master 10 1 prepared 224 1 3495900.025503 0.064
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 1 1 460.332556 2.172
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 8 1 3568.537238 2.242
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 16 1 7081.716863 2.259
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 32 1 13907.198775 2.301
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 64 1 25284.159733 2.531
20240119-1800-glibc 1000 star epyc 0-master 10 10 simple 96 1 29233.376060 3.284
