20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 1 1 39387.759389 0.025
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 8 1 299654.823275 0.027
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 16 1 603523.244300 0.027
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 32 1 1224659.883833 0.026
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 64 1 2131183.114922 0.030
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 96 1 2433794.971372 0.039
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 160 1 2881880.147156 0.056
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 simple 224 1 3291205.996325 0.068
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 1 1 70023.650097 0.014
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 8 1 543990.992629 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 16 1 1099377.109356 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 32 1 2139767.150919 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 64 1 3101587.838753 0.021
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 96 1 3370231.720276 0.028
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 160 1 3659570.571887 0.044
20240119-1800-glibc 1000 pgbench epyc 0-master 10 0 prepared 224 1 3841822.056010 0.058
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 1 1 33112.799144 0.030
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 8 1 235554.754138 0.034
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 16 1 467333.134230 0.034
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 32 1 928951.880303 0.034
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 64 1 1638278.423287 0.039
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 96 1 1897509.862956 0.051
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 160 1 2270910.756875 0.070
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 simple 224 1 2597310.749937 0.086
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 1 1 69665.326775 0.014
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 8 1 538015.065459 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 16 1 1076007.307135 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 32 1 2116809.964623 0.015
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 64 1 3105378.387685 0.021
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 96 1 3349489.873922 0.029
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 160 1 3630052.451237 0.044
20240119-1800-glibc 1000 pgbench epyc 0-master 10 1 prepared 224 1 3804851.750475 0.059
20240119-1800-glibc 1000 pgbench epyc 0-master 10 10 simple 1 1 31007.425287 0.032
20240119-1800-glibc 1000 pgbench epyc 0-master 10 10 simple 8 1 241213.901335 0.033
