count rpi5-1 1-fstat 0 simple 1 1 7005.749653 0.143
count rpi5-1 1-fstat 0 simple 2 1 12487.099849 0.160
count rpi5-1 1-fstat 0 simple 4 1 18420.817807 0.217
count rpi5-1 1-fstat 0 simple 8 1 18637.157406 0.429
count rpi5-1 1-fstat 0 prepared 1 1 8042.488397 0.124
count rpi5-1 1-fstat 0 prepared 2 1 15742.242157 0.127
count rpi5-1 1-fstat 0 prepared 4 1 23211.141572 0.172
count rpi5-1 1-fstat 0 prepared 8 1 23406.610438 0.342
count rpi5-1 1-fstat 1 simple 1 1 5216.202106 0.192
count rpi5-1 1-fstat 1 simple 2 1 9647.276114 0.207
count rpi5-1 1-fstat 1 simple 4 1 15959.159107 0.251
count rpi5-1 1-fstat 1 simple 8 1 15528.528167 0.515
count rpi5-1 1-fstat 1 prepared 1 1 6601.058602 0.151
count rpi5-1 1-fstat 1 prepared 2 1 12776.811068 0.157
count rpi5-1 1-fstat 1 prepared 4 1 21194.649726 0.189
count rpi5-1 1-fstat 1 prepared 8 1 20520.497914 0.390
count rpi5-1 1-fstat 10 simple 1 1 3654.270924 0.274
count rpi5-1 1-fstat 10 simple 2 1 7206.747297 0.278
count rpi5-1 1-fstat 10 simple 4 1 12048.090726 0.332
count rpi5-1 1-fstat 10 simple 8 1 11086.972882 0.722
count rpi5-1 1-fstat 10 prepared 1 1 5381.771948 0.186
count rpi5-1 1-fstat 10 prepared 2 1 10348.835783 0.193
count rpi5-1 1-fstat 10 prepared 4 1 16745.074172 0.239
count rpi5-1 1-fstat 10 prepared 8 1 16447.770041 0.486
count rpi5-1 1-fstat 100 simple 1 1 1059.816878 0.944
count rpi5-1 1-fstat 100 simple 2 1 1559.724333 1.282
count rpi5-1 1-fstat 100 simple 4 1 1502.703747 2.662
count rpi5-1 1-fstat 100 simple 8 1 1493.292854 5.357
count rpi5-1 1-fstat 100 prepared 1 1 1589.559146 0.629
count rpi5-1 1-fstat 100 prepared 2 1 2004.343422 0.998
count rpi5-1 1-fstat 100 prepared 4 1 1632.231198 2.451
count rpi5-1 1-fstat 100 prepared 8 1 1506.406864 5.311
count rpi5-1 1-fstat 1000 simple 1 1 51.145076 19.552
count rpi5-1 1-fstat 1000 simple 2 1 73.361940 27.262
count rpi5-1 1-fstat 1000 simple 4 1 97.464564 41.041
count rpi5-1 1-fstat 1000 simple 8 1 95.937646 83.387
count rpi5-1 1-fstat 1000 prepared 1 1 135.792441 7.364
count rpi5-1 1-fstat 1000 prepared 2 1 194.008257 10.309
count rpi5-1 1-fstat 1000 prepared 4 1 267.608924 14.947
count rpi5-1 1-fstat 1000 prepared 8 1 256.028881 31.246
